best_correct_frac,best_wrong_frac,chosen_ok,chosen_pose,class,comp_id,gap_frac,image,verdict
0.1352,0.3391,1,pose3,I-AC,14,-0.2039,circuit_415.jpg,correct_better
0.1151,0.3516,1,pose0,Resistor,0,-0.2365,circuit_417.jpg,correct_better
0.1135,0.3439,1,pose2,Resistor,1,-0.2304,circuit_417.jpg,correct_better
0.1143,0.3456,1,pose0,Inductor,2,-0.2313,circuit_417.jpg,correct_better
0.1317,0.3645,1,pose0,Resistor,3,-0.2328,circuit_417.jpg,correct_better
0.1779,0.3918,1,pose2,Capacitor,4,-0.2139,circuit_417.jpg,correct_better
0.1126,0.3939,1,pose2,V-AC,5,-0.2813,circuit_417.jpg,correct_better
0.0956,0.0959,1,pose0,V-DC,0,-0.0002,circuit_427.jpg,tied
0.1004,0.1005,1,pose0,V-DC,1,-0.0001,circuit_427.jpg,tied
0.1089,0.3502,1,pose2,Resistor,2,-0.2412,circuit_427.jpg,correct_better
0.112,0.3434,1,pose2,Resistor,3,-0.2314,circuit_427.jpg,correct_better
0.1142,0.2677,1,pose2,Resistor,4,-0.1535,circuit_427.jpg,correct_better
0.1632,0.3693,1,pose0,Capacitor,5,-0.2061,circuit_427.jpg,correct_better
0.1131,0.3505,1,pose2,Resistor,7,-0.2374,circuit_427.jpg,correct_better
0.1122,0.3528,1,pose0,Inductor,8,-0.2406,circuit_427.jpg,correct_better
0.1094,0.3495,1,pose0,Inductor,9,-0.24,circuit_427.jpg,correct_better
0.0975,0.3856,1,pose2,V-AC,0,-0.2881,circuit_437.jpg,correct_better
0.0989,0.099,1,pose0,V-DC,1,-0.0,circuit_437.jpg,tied
,,1,pose0,V-AC,2,,circuit_437.jpg,no_wrong_pose
0.1251,0.3621,1,pose0,Resistor,3,-0.2371,circuit_437.jpg,correct_better
,,1,pose0,I-AC,4,,circuit_437.jpg,no_wrong_pose
0.2409,0.1538,0,pose6,MOSFET-N,5,0.0871,circuit_437.jpg,wrong_better
,,0,pose2,MOSFET-P,6,,circuit_437.jpg,no_correct_pose
0.2882,0.1634,0,pose6,MOSFET-P,7,0.1248,circuit_437.jpg,wrong_better
,,0,pose2,MOSFET-P,9,,circuit_437.jpg,no_correct_pose
0.101,0.3854,1,pose0,I-AC,10,-0.2844,circuit_437.jpg,correct_better
0.243,0.1551,0,pose6,MOSFET-N,11,0.0879,circuit_437.jpg,wrong_better
0.1383,0.1365,0,pose4,Zener Diode,12,0.0017,circuit_437.jpg,tied
,,0,pose4,MOSFET-N,13,,circuit_437.jpg,no_correct_pose
0.127,0.3599,1,pose0,Inductor,0,-0.2328,circuit_438.jpg,correct_better
0.1313,0.3596,1,pose0,Inductor,1,-0.2282,circuit_438.jpg,correct_better
0.13,0.3702,1,pose0,Inductor,2,-0.2402,circuit_438.jpg,correct_better
0.1137,0.3149,1,pose2,V-AC,5,-0.2011,circuit_438.jpg,correct_better
0.1187,0.1186,0,pose6,I-DC,6,0.0001,circuit_438.jpg,tied
,,1,pose2,Capacitor,7,,circuit_438.jpg,no_wrong_pose
0.1499,0.1485,0,pose4,Zener Diode,8,0.0014,circuit_438.jpg,tied
0.1533,0.1517,0,pose4,Zener Diode,9,0.0016,circuit_438.jpg,tied
0.1663,0.1646,0,pose4,Zener Diode,10,0.0017,circuit_438.jpg,tied
0.1737,0.1751,1,pose0,Diode,11,-0.0013,circuit_438.jpg,tied
0.1697,0.1672,0,pose6,Diode,12,0.0026,circuit_438.jpg,tied
0.1647,0.1622,0,pose6,Diode,13,0.0025,circuit_438.jpg,tied
0.1591,0.1604,1,pose0,Diode,14,-0.0013,circuit_438.jpg,tied
0.1636,0.1612,0,pose6,Diode,15,0.0023,circuit_438.jpg,tied
0.1877,0.4033,1,pose2,Capacitor,16,-0.2156,circuit_438.jpg,correct_better
0.1924,0.4001,1,pose2,Capacitor,17,-0.2078,circuit_438.jpg,correct_better
0.1944,0.3865,1,pose2,Resistor,18,-0.1921,circuit_438.jpg,correct_better
0.0954,0.0955,1,pose0,V-DC,0,-0.0001,circuit_439.jpg,tied
0.0962,0.0963,1,pose0,I-DC,1,-0.0001,circuit_439.jpg,tied
0.1646,0.3803,1,pose0,Capacitor,2,-0.2158,circuit_439.jpg,correct_better
0.1151,0.353,1,pose0,Inductor,3,-0.2379,circuit_439.jpg,correct_better
0.1184,0.3567,1,pose2,Resistor,4,-0.2383,circuit_439.jpg,correct_better
0.1509,0.3654,1,pose0,Capacitor,0,-0.2145,circuit_455.jpg,correct_better
0.1019,0.2279,1,pose2,Inductor,1,-0.1259,circuit_455.jpg,correct_better
0.1077,0.3469,1,pose0,Resistor,2,-0.2392,circuit_455.jpg,correct_better
0.0884,0.0884,0,pose4,I-DC,4,0.0,circuit_455.jpg,tied
0.1075,0.3541,1,pose2,Resistor,5,-0.2466,circuit_455.jpg,correct_better
0.0931,0.0931,0,pose4,V-DC,6,0.0,circuit_455.jpg,tied
0.0936,0.0939,1,pose0,I-DC,7,-0.0003,circuit_455.jpg,tied
0.1235,0.3534,1,pose2,Inductor,0,-0.2299,circuit_468.jpg,correct_better
0.1188,0.3599,1,pose2,Inductor,1,-0.2411,circuit_468.jpg,correct_better
0.1382,0.3813,1,pose2,Inductor,2,-0.2431,circuit_468.jpg,correct_better
0.1295,0.3701,1,pose2,Inductor,3,-0.2406,circuit_468.jpg,correct_better
0.1768,0.3945,1,pose0,Capacitor,4,-0.2177,circuit_468.jpg,correct_better
0.168,0.3923,1,pose0,Capacitor,5,-0.2243,circuit_468.jpg,correct_better
,,1,pose0,Capacitor,6,,circuit_468.jpg,no_wrong_pose
0.1559,0.3842,1,pose0,Capacitor,7,-0.2282,circuit_468.jpg,correct_better
,,1,pose0,V-AC,9,,circuit_468.jpg,no_wrong_pose
0.0979,0.3864,1,pose2,I-AC,10,-0.2884,circuit_468.jpg,correct_better
0.1121,0.1109,0,pose6,V-DC,11,0.0012,circuit_468.jpg,tied
0.1106,0.1108,1,pose2,I-DC,12,-0.0002,circuit_468.jpg,tied
0.1102,0.109,0,pose6,V-DC,13,0.0012,circuit_468.jpg,tied
0.1582,0.3899,1,pose0,Capacitor,0,-0.2317,circuit_469.jpg,correct_better
0.1297,0.3691,1,pose0,Inductor,1,-0.2395,circuit_469.jpg,correct_better
0.1333,0.364,1,pose2,Resistor,2,-0.2308,circuit_469.jpg,correct_better
0.1656,0.269,1,pose0,Capacitor,4,-0.1034,circuit_469.jpg,correct_better
0.1212,0.3503,1,pose0,Resistor,5,-0.229,circuit_469.jpg,correct_better
0.1064,0.3942,1,pose2,V-AC,6,-0.2878,circuit_469.jpg,correct_better
0.0963,0.3812,1,pose2,I-AC,0,-0.2849,circuit_470.jpg,correct_better
0.0955,0.3857,1,pose2,V-AC,1,-0.2902,circuit_470.jpg,correct_better
0.0933,0.0922,0,pose6,V-DC,2,0.0011,circuit_470.jpg,tied
0.0998,0.0986,0,pose6,V-DC,3,0.0011,circuit_470.jpg,tied
0.0869,0.087,1,pose0,I-DC,4,-0.0001,circuit_470.jpg,tied
0.1664,0.3766,1,pose0,Capacitor,5,-0.2101,circuit_470.jpg,correct_better
0.1204,0.3064,1,pose2,Inductor,6,-0.1859,circuit_470.jpg,correct_better
0.1215,0.361,1,pose2,Inductor,7,-0.2395,circuit_470.jpg,correct_better
0.118,0.3575,1,pose2,Inductor,8,-0.2394,circuit_470.jpg,correct_better
0.1253,0.3684,1,pose2,Inductor,10,-0.2431,circuit_470.jpg,correct_better
0.1776,0.3886,1,pose0,Capacitor,11,-0.211,circuit_470.jpg,correct_better
0.1798,0.3909,1,pose0,Capacitor,12,-0.2111,circuit_470.jpg,correct_better
0.1702,0.3868,1,pose0,Capacitor,13,-0.2166,circuit_470.jpg,correct_better
,,0,pose3,Op-Amp,0,,circuit_472.jpg,no_correct_pose
0.1678,0.1692,1,pose0,Diode,1,-0.0014,circuit_472.jpg,tied
0.1637,0.165,1,pose0,Diode,2,-0.0013,circuit_472.jpg,tied
0.1737,0.1749,1,pose0,Diode,3,-0.0013,circuit_472.jpg,tied
0.1715,0.1729,1,pose0,Diode,4,-0.0014,circuit_472.jpg,tied
0.1266,0.3565,1,pose2,Inductor,5,-0.2299,circuit_472.jpg,correct_better
0.1091,0.3897,1,pose2,V-AC,6,-0.2805,circuit_472.jpg,correct_better
0.183,0.3929,1,pose0,Capacitor,7,-0.2099,circuit_472.jpg,correct_better
0.1247,0.36,1,pose2,Resistor,8,-0.2353,circuit_472.jpg,correct_better
0.1812,0.3902,1,pose0,Capacitor,9,-0.2089,circuit_472.jpg,correct_better
0.1435,0.3787,1,pose2,Resistor,10,-0.2352,circuit_472.jpg,correct_better
0.1342,0.3656,1,pose2,Inductor,11,-0.2313,circuit_472.jpg,correct_better
0.1426,0.1473,1,pose2,Zener Diode,12,-0.0048,circuit_472.jpg,tied
0.2361,0.1873,0,pose4,BJT-NPN,13,0.0488,circuit_472.jpg,wrong_better
0.1419,0.1401,0,pose4,Zener Diode,14,0.0018,circuit_472.jpg,tied
,,0,pose2,BJT-PNP,15,,circuit_472.jpg,no_correct_pose
0.1722,0.3863,1,pose0,Capacitor,0,-0.214,circuit_481.jpg,correct_better
0.1095,0.3933,1,pose2,V-AC,1,-0.2838,circuit_481.jpg,correct_better
0.1168,0.3452,1,pose0,Resistor,2,-0.2284,circuit_481.jpg,correct_better
0.183,0.3957,1,pose0,Capacitor,3,-0.2127,circuit_481.jpg,correct_better
,,1,pose2,I-AC,4,,circuit_481.jpg,no_wrong_pose
0.1229,0.3515,1,pose0,Inductor,5,-0.2285,circuit_481.jpg,correct_better
0.1148,0.3509,1,pose2,Resistor,7,-0.2361,circuit_481.jpg,correct_better
0.1144,0.3878,1,pose2,I-AC,8,-0.2734,circuit_481.jpg,correct_better
0.0852,0.0853,1,pose0,V-DC,0,-0.0001,circuit_485.jpg,tied
0.1,0.3359,1,pose0,Resistor,1,-0.236,circuit_485.jpg,correct_better
0.1394,0.3647,1,pose0,Capacitor,2,-0.2253,circuit_485.jpg,correct_better
0.0855,0.0854,0,pose4,V-DC,3,0.0001,circuit_485.jpg,tied
0.098,0.1946,1,pose2,Inductor,4,-0.0967,circuit_485.jpg,correct_better
0.3409,0.2522,0,pose2,BJT-PNP,0,0.0887,circuit_492.jpg,wrong_better
0.3317,0.245,0,pose2,BJT-PNP,1,0.0867,circuit_492.jpg,wrong_better
0.2792,0.1481,0,pose6,BJT-NPN,2,0.1311,circuit_492.jpg,wrong_better
0.2711,0.1454,0,pose2,BJT-NPN,3,0.1256,circuit_492.jpg,wrong_better
0.1331,0.36,1,pose0,Resistor,5,-0.2269,circuit_492.jpg,correct_better
0.1613,0.1625,1,pose0,Diode,6,-0.0013,circuit_492.jpg,tied
0.1323,0.162,1,pose2,Resistor,7,-0.0297,circuit_492.jpg,correct_better
0.1605,0.1581,0,pose6,Diode,8,0.0023,circuit_492.jpg,tied
0.1355,0.3821,1,pose2,Resistor,9,-0.2466,circuit_492.jpg,correct_better
0.1226,0.3408,1,pose2,Resistor,10,-0.2182,circuit_492.jpg,correct_better
0.137,0.3636,1,pose0,Resistor,11,-0.2266,circuit_492.jpg,correct_better
0.2928,0.1672,0,pose6,BJT-NPN,12,0.1256,circuit_492.jpg,wrong_better
0.1343,0.3721,1,pose2,Resistor,13,-0.2378,circuit_492.jpg,correct_better
,,0,pose2,BJT-PNP,16,,circuit_492.jpg,no_correct_pose
0.2892,0.1562,0,pose2,BJT-NPN,17,0.1329,circuit_492.jpg,wrong_better
0.302,0.1694,0,pose6,BJT-NPN,19,0.1326,circuit_492.jpg,wrong_better
0.2251,0.2184,0,pose4,BJT-PNP,22,0.0067,circuit_492.jpg,tied
0.1025,0.3775,1,pose2,V-AC,0,-0.275,circuit_506.jpg,correct_better
0.1374,0.1386,1,pose0,Diode,1,-0.0012,circuit_506.jpg,tied
0.1412,0.1424,1,pose0,Diode,2,-0.0012,circuit_506.jpg,tied
0.135,0.1362,1,pose0,Diode,3,-0.0012,circuit_506.jpg,tied
0.1463,0.1438,0,pose6,Diode,4,0.0025,circuit_506.jpg,tied
0.1262,0.1247,0,pose4,Zener Diode,5,0.0016,circuit_506.jpg,tied
0.12,0.1246,1,pose2,Zener Diode,6,-0.0046,circuit_506.jpg,tied
,,0,pose3,Op-Amp,7,,circuit_506.jpg,no_correct_pose
0.1392,0.13,0,pose6,BJT-NPN,8,0.0092,circuit_506.jpg,tied
0.1055,0.345,1,pose2,Inductor,9,-0.2394,circuit_506.jpg,correct_better
0.1129,0.3525,1,pose2,Inductor,10,-0.2396,circuit_506.jpg,correct_better
0.1568,0.3766,1,pose0,Capacitor,11,-0.2198,circuit_506.jpg,correct_better
0.1741,0.3388,1,pose7,Capacitor,12,-0.1647,circuit_506.jpg,correct_better
0.1136,0.275,1,pose2,Resistor,13,-0.1614,circuit_506.jpg,correct_better
0.1217,0.3079,1,pose2,Resistor,14,-0.1862,circuit_506.jpg,correct_better
0.3289,0.231,0,pose2,BJT-PNP,15,0.0979,circuit_506.jpg,wrong_better
,,0,pose2,BJT-PNP,0,,circuit_522.jpg,no_correct_pose
0.2804,0.1335,0,pose6,BJT-NPN,1,0.1468,circuit_522.jpg,wrong_better
0.2733,0.1274,0,pose6,BJT-NPN,2,0.1459,circuit_522.jpg,wrong_better
0.2455,0.1413,0,pose6,BJT-NPN,3,0.1042,circuit_522.jpg,wrong_better
0.277,0.1281,0,pose6,BJT-NPN,4,0.1489,circuit_522.jpg,wrong_better
,,0,pose2,BJT-PNP,5,,circuit_522.jpg,no_correct_pose
,,0,pose2,BJT-PNP,6,,circuit_522.jpg,no_correct_pose
,,0,pose2,BJT-PNP,7,,circuit_522.jpg,no_correct_pose
,,1,pose2,Resistor,8,,circuit_522.jpg,no_wrong_pose
0.1202,0.3718,1,pose2,Resistor,9,-0.2516,circuit_522.jpg,correct_better
0.1192,0.36,1,pose0,Resistor,10,-0.2408,circuit_522.jpg,correct_better
0.1199,0.3544,1,pose0,Resistor,11,-0.2345,circuit_522.jpg,correct_better
0.1143,0.3437,1,pose2,Resistor,12,-0.2294,circuit_522.jpg,correct_better
0.1255,0.3502,1,pose2,Resistor,13,-0.2247,circuit_522.jpg,correct_better
0.1535,0.1548,1,pose0,Diode,14,-0.0013,circuit_522.jpg,tied
0.1647,0.166,1,pose0,Diode,15,-0.0013,circuit_522.jpg,tied
0.0861,0.0849,0,pose6,V-DC,0,0.0012,circuit_524.jpg,tied
0.0849,0.0848,0,pose6,I-DC,1,0.0002,circuit_524.jpg,tied
0.0812,0.0812,1,pose0,V-DC,2,-0.0,circuit_524.jpg,tied
0.1007,0.2629,1,pose2,Resistor,3,-0.1622,circuit_524.jpg,correct_better
0.1079,0.3455,1,pose0,Resistor,4,-0.2377,circuit_524.jpg,correct_better
0.1097,0.3567,1,pose0,Inductor,5,-0.2469,circuit_524.jpg,correct_better
0.1433,0.3705,1,pose2,Capacitor,6,-0.2272,circuit_524.jpg,correct_better
0.0988,0.0987,0,pose4,V-DC,0,0.0001,circuit_525.jpg,tied
0.3456,0.1947,0,pose7,Op-Amp,1,0.151,circuit_525.jpg,wrong_better
0.1895,0.2003,1,pose1,Op-Amp,2,-0.0108,circuit_525.jpg,tied
0.2123,0.1803,0,pose4,Op-Amp,3,0.0321,circuit_525.jpg,wrong_better
0.181,0.1095,0,pose4,Op-Amp,4,0.0715,circuit_525.jpg,wrong_better
0.1331,0.3755,1,pose0,Resistor,5,-0.2425,circuit_525.jpg,correct_better
0.1647,0.3905,1,pose0,Capacitor,6,-0.2258,circuit_525.jpg,correct_better
0.1117,0.1116,0,pose6,I-DC,7,0.0001,circuit_525.jpg,tied
0.1443,0.3874,1,pose0,Resistor,8,-0.243,circuit_525.jpg,correct_better
0.13,0.3762,1,pose0,Resistor,9,-0.2462,circuit_525.jpg,correct_better
0.1294,0.3771,1,pose0,Resistor,10,-0.2477,circuit_525.jpg,correct_better
0.1314,0.3822,1,pose0,Inductor,11,-0.2507,circuit_525.jpg,correct_better
0.168,0.3944,1,pose0,Capacitor,12,-0.2264,circuit_525.jpg,correct_better
0.1387,0.3798,1,pose0,Inductor,13,-0.2411,circuit_525.jpg,correct_better
0.1417,0.3834,1,pose0,Resistor,14,-0.2417,circuit_525.jpg,correct_better
0.1919,0.3973,1,pose2,Capacitor,15,-0.2053,circuit_525.jpg,correct_better
0.1438,0.3869,1,pose0,Inductor,16,-0.2431,circuit_525.jpg,correct_better
0.1801,0.1039,0,pose4,Op-Amp,19,0.0762,circuit_525.jpg,wrong_better
0.0921,0.1551,1,pose2,I-AC,0,-0.063,circuit_537.jpg,correct_better
0.0955,0.3873,1,pose2,V-AC,1,-0.2918,circuit_537.jpg,correct_better
0.1532,0.3741,1,pose0,Capacitor,2,-0.2209,circuit_537.jpg,correct_better
0.1355,0.3926,1,pose2,Inductor,4,-0.2571,circuit_537.jpg,correct_better
0.11,0.3383,1,pose0,Resistor,5,-0.2282,circuit_537.jpg,correct_better
0.0915,0.2437,1,pose2,I-AC,6,-0.1521,circuit_537.jpg,correct_better
,,0,pose2,BJT-PNP,0,,circuit_538.jpg,no_correct_pose
0.1214,0.3476,1,pose2,Resistor,1,-0.2262,circuit_538.jpg,correct_better
,,0,pose2,BJT-PNP,2,,circuit_538.jpg,no_correct_pose
0.2784,0.1363,0,pose6,BJT-NPN,3,0.1421,circuit_538.jpg,wrong_better
0.2824,0.1398,0,pose2,BJT-NPN,4,0.1425,circuit_538.jpg,wrong_better
0.1233,0.3547,1,pose2,Resistor,5,-0.2314,circuit_538.jpg,correct_better
0.2804,0.1314,0,pose6,BJT-NPN,7,0.149,circuit_538.jpg,wrong_better
0.1232,0.3552,1,pose0,Inductor,9,-0.2319,circuit_538.jpg,correct_better
0.1609,0.1623,1,pose0,Diode,10,-0.0014,circuit_538.jpg,tied
,,0,pose2,BJT-PNP,11,,circuit_538.jpg,no_correct_pose
0.1384,0.2723,1,pose2,Resistor,12,-0.1339,circuit_538.jpg,correct_better
0.1599,0.1611,1,pose0,Diode,13,-0.0012,circuit_538.jpg,tied
0.2831,0.1452,0,pose6,BJT-NPN,14,0.1379,circuit_538.jpg,wrong_better
,,0,pose2,BJT-PNP,15,,circuit_538.jpg,no_correct_pose
0.123,0.3518,1,pose2,Resistor,16,-0.2288,circuit_538.jpg,correct_better
0.2765,0.1393,0,pose2,BJT-NPN,17,0.1372,circuit_538.jpg,wrong_better
0.1352,0.3724,1,pose0,Inductor,19,-0.2372,circuit_538.jpg,correct_better
0.1328,0.3571,1,pose0,Resistor,0,-0.2243,circuit_555.jpg,correct_better
0.1245,0.3525,1,pose0,Resistor,1,-0.228,circuit_555.jpg,correct_better
0.1255,0.3611,1,pose2,Resistor,2,-0.2355,circuit_555.jpg,correct_better
0.1242,0.1231,0,pose6,V-DC,3,0.0011,circuit_555.jpg,tied
0.174,0.3437,1,pose0,Capacitor,4,-0.1697,circuit_555.jpg,correct_better
0.1251,0.3584,1,pose2,Inductor,6,-0.2333,circuit_555.jpg,correct_better
0.1007,0.1007,0,pose6,I-DC,0,0.0001,circuit_560.jpg,tied
0.109,0.1078,0,pose6,V-DC,1,0.0011,circuit_560.jpg,tied
0.1627,0.1641,1,pose0,Diode,2,-0.0014,circuit_560.jpg,tied
0.1496,0.151,1,pose0,Diode,3,-0.0013,circuit_560.jpg,tied
0.1553,0.1565,1,pose0,Diode,4,-0.0012,circuit_560.jpg,tied
0.1531,0.1544,1,pose0,Diode,5,-0.0013,circuit_560.jpg,tied
0.1515,0.1527,1,pose0,Diode,6,-0.0012,circuit_560.jpg,tied
0.1249,0.3694,1,pose0,Inductor,7,-0.2445,circuit_560.jpg,correct_better
0.1119,0.3631,1,pose0,Inductor,8,-0.2513,circuit_560.jpg,correct_better
0.1792,0.3857,1,pose2,Capacitor,9,-0.2065,circuit_560.jpg,correct_better
0.1799,0.3808,1,pose2,Capacitor,10,-0.2009,circuit_560.jpg,correct_better
0.1732,0.3782,1,pose2,Capacitor,11,-0.205,circuit_560.jpg,correct_better
0.1247,0.3735,1,pose0,Inductor,13,-0.2489,circuit_560.jpg,correct_better
0.1306,0.3458,1,pose2,Resistor,15,-0.2151,circuit_560.jpg,correct_better
0.1379,0.1362,0,pose4,Zener Diode,16,0.0016,circuit_560.jpg,tied
0.1494,0.1479,0,pose4,Zener Diode,17,0.0016,circuit_560.jpg,tied
0.1332,0.1316,0,pose4,Zener Diode,18,0.0015,circuit_560.jpg,tied
0.1129,0.1132,1,pose0,V-DC,0,-0.0002,circuit_563.jpg,tied
0.1187,0.3858,1,pose2,I-AC,1,-0.2671,circuit_563.jpg,correct_better
0.1034,0.3789,1,pose2,I-AC,2,-0.2755,circuit_563.jpg,correct_better
,,0,pose2,MOSFET-P,3,,circuit_563.jpg,no_correct_pose
0.0993,0.387,1,pose2,V-AC,4,-0.2877,circuit_563.jpg,correct_better
,,0,pose2,MOSFET-P,5,,circuit_563.jpg,no_correct_pose
0.1212,0.3956,1,pose2,V-AC,6,-0.2744,circuit_563.jpg,correct_better
,,0,pose6,MOSFET-P,7,,circuit_563.jpg,no_correct_pose
0.1403,0.376,1,pose0,Resistor,8,-0.2357,circuit_563.jpg,correct_better
0.2615,0.1695,0,pose6,MOSFET-N,10,0.092,circuit_563.jpg,wrong_better
0.2927,0.1425,0,pose2,MOSFET-N,12,0.1502,circuit_563.jpg,wrong_better
0.1576,0.1558,0,pose4,Zener Diode,13,0.0018,circuit_563.jpg,tied
,,0,pose2,MOSFET-P,14,,circuit_563.jpg,no_correct_pose
0.1531,0.3727,1,pose0,Capacitor,0,-0.2196,circuit_575.jpg,correct_better
0.112,0.3453,1,pose0,Inductor,1,-0.2333,circuit_575.jpg,correct_better
0.1481,0.3377,1,pose0,Capacitor,2,-0.1896,circuit_575.jpg,correct_better
0.1173,0.3578,1,pose2,Resistor,3,-0.2405,circuit_575.jpg,correct_better
0.1103,0.3301,1,pose0,Resistor,4,-0.2198,circuit_575.jpg,correct_better
0.1099,0.3717,1,pose2,Inductor,5,-0.2618,circuit_575.jpg,correct_better
0.0954,0.0956,1,pose0,I-DC,7,-0.0002,circuit_575.jpg,tied
0.1095,0.3389,1,pose0,Inductor,8,-0.2294,circuit_575.jpg,correct_better
,,1,pose0,V-AC,9,,circuit_575.jpg,no_wrong_pose
0.0956,0.0957,1,pose0,V-DC,1,-0.0,circuit_576.jpg,tied
,,0,pose6,MOSFET-P,2,,circuit_576.jpg,no_correct_pose
0.2888,0.1623,0,pose6,MOSFET-N,3,0.1264,circuit_576.jpg,wrong_better
,,0,pose4,MOSFET-N,4,,circuit_576.jpg,no_correct_pose
0.2849,0.165,0,pose6,MOSFET-N,5,0.12,circuit_576.jpg,wrong_better
,,1,pose0,V-AC,6,,circuit_576.jpg,no_wrong_pose
,,1,pose0,V-AC,7,,circuit_576.jpg,no_wrong_pose
0.1358,0.1341,0,pose4,Zener Diode,8,0.0017,circuit_576.jpg,tied
0.2857,0.1593,0,pose6,MOSFET-N,9,0.1264,circuit_576.jpg,wrong_better
0.1979,0.1638,0,pose6,MOSFET-N,10,0.034,circuit_576.jpg,wrong_better
0.0995,0.2808,1,pose2,I-AC,11,-0.1814,circuit_576.jpg,correct_better
0.0972,0.3742,1,pose2,I-AC,12,-0.277,circuit_576.jpg,correct_better
0.1229,0.3604,1,pose0,Resistor,13,-0.2375,circuit_576.jpg,correct_better
0.1137,0.2586,1,pose0,I-AC,0,-0.1449,circuit_588.jpg,correct_better
0.1105,0.1108,1,pose0,V-DC,1,-0.0003,circuit_588.jpg,tied
0.1598,0.371,1,pose2,Capacitor,2,-0.2112,circuit_588.jpg,correct_better
0.1171,0.1172,1,pose0,V-DC,3,-0.0001,circuit_588.jpg,tied
0.1459,0.366,1,pose2,Capacitor,4,-0.2201,circuit_588.jpg,correct_better
0.1208,0.3563,1,pose0,Inductor,5,-0.2355,circuit_588.jpg,correct_better
0.1125,0.1126,1,pose0,I-DC,6,-0.0001,circuit_588.jpg,tied
0.1192,0.3469,1,pose0,Inductor,7,-0.2278,circuit_588.jpg,correct_better
0.1168,0.3445,1,pose0,Inductor,8,-0.2277,circuit_588.jpg,correct_better
0.1757,0.3799,1,pose2,Capacitor,9,-0.2042,circuit_588.jpg,correct_better
0.0996,0.3867,1,pose2,V-AC,10,-0.2871,circuit_588.jpg,correct_better
0.1676,0.3214,1,pose2,Capacitor,11,-0.1539,circuit_588.jpg,correct_better
0.1289,0.3608,1,pose0,Inductor,12,-0.232,circuit_588.jpg,correct_better
0.1117,0.34,1,pose0,Resistor,0,-0.2283,circuit_591.jpg,correct_better
0.1029,0.3892,1,pose2,V-AC,1,-0.2864,circuit_591.jpg,correct_better
0.1121,0.351,1,pose0,Inductor,2,-0.2388,circuit_591.jpg,correct_better
,,1,pose2,I-AC,3,,circuit_591.jpg,no_wrong_pose
0.1661,0.386,1,pose0,Capacitor,5,-0.2199,circuit_591.jpg,correct_better
0.1179,0.3231,1,pose2,Resistor,6,-0.2052,circuit_591.jpg,correct_better
0.0957,0.3742,1,pose0,I-AC,0,-0.2785,circuit_595.jpg,correct_better
0.1615,0.3835,1,pose0,Capacitor,1,-0.222,circuit_595.jpg,correct_better
0.0936,0.0936,1,pose0,V-DC,2,-0.0,circuit_595.jpg,tied
0.1074,0.1074,0,pose6,I-DC,3,0.0001,circuit_595.jpg,tied
,,1,pose0,V-AC,4,,circuit_595.jpg,no_wrong_pose
0.098,0.0981,1,pose0,V-DC,5,-0.0001,circuit_595.jpg,tied
0.1783,0.1986,1,pose0,Capacitor,6,-0.0203,circuit_595.jpg,correct_better
0.1857,0.2768,1,pose0,Capacitor,7,-0.0911,circuit_595.jpg,correct_better
0.1737,0.275,1,pose0,Capacitor,8,-0.1013,circuit_595.jpg,correct_better
0.1335,0.3762,1,pose2,Inductor,10,-0.2428,circuit_595.jpg,correct_better
0.1225,0.3042,1,pose2,Inductor,11,-0.1817,circuit_595.jpg,correct_better
0.1223,0.3699,1,pose2,Inductor,12,-0.2476,circuit_595.jpg,correct_better
0.1111,0.3628,1,pose2,Inductor,13,-0.2517,circuit_595.jpg,correct_better
0.0969,0.097,1,pose0,V-DC,0,-0.0001,circuit_6.jpg,tied
0.0906,0.0895,0,pose6,V-DC,1,0.0011,circuit_6.jpg,tied
0.1154,0.3316,1,pose0,Inductor,2,-0.2162,circuit_6.jpg,correct_better
0.0972,0.0973,1,pose0,I-DC,3,-0.0001,circuit_6.jpg,tied
0.1125,0.3492,1,pose2,Resistor,4,-0.2367,circuit_6.jpg,correct_better
0.1164,0.3535,1,pose0,Resistor,5,-0.2371,circuit_6.jpg,correct_better
0.1533,0.382,1,pose0,Capacitor,6,-0.2288,circuit_6.jpg,correct_better
0.116,0.3576,1,pose2,Resistor,0,-0.2416,circuit_606.jpg,correct_better
0.2793,0.1318,0,pose6,BJT-NPN,1,0.1476,circuit_606.jpg,wrong_better
,,0,pose2,BJT-PNP,2,,circuit_606.jpg,no_correct_pose
,,0,pose2,BJT-PNP,3,,circuit_606.jpg,no_correct_pose
0.1182,0.3609,1,pose2,Resistor,4,-0.2427,circuit_606.jpg,correct_better
0.3433,0.1948,0,pose3,BJT-PNP,5,0.1484,circuit_606.jpg,wrong_better
0.2817,0.1359,0,pose6,BJT-NPN,6,0.1458,circuit_606.jpg,wrong_better
0.2254,0.1364,0,pose6,BJT-NPN,7,0.089,circuit_606.jpg,wrong_better
0.1246,0.3622,1,pose0,Resistor,8,-0.2377,circuit_606.jpg,correct_better
0.1654,0.1668,1,pose0,Diode,10,-0.0014,circuit_606.jpg,tied
0.1218,0.3678,1,pose2,Resistor,11,-0.246,circuit_606.jpg,correct_better
0.2663,0.1343,0,pose6,BJT-NPN,12,0.132,circuit_606.jpg,wrong_better
